-58.37,-28.63
-58.8,-28.67
-157.66,1.83
-157.65,1.82
-157.69,1.82
-107.79,60.61
-101.46,60.61
-96.86,60.62
-95.44,60.62
85.2,35.15
-91.4,35.14
-90.73,35.14
-82.95,35.14
114.59,35.15
86.95,35.15
-61.46,55.9
-79.2,54.61
-106.28,60.61
-104.41,60.61
-98.64,60.61
-95.12,60.62
-59.21,-28.7
-59.2,-28.72
-103.59,60.61
-97.13,60.61
-101.66,60.61
-98.33,35.14
-59.24,-28.73
-58.85,-28.74
46.85,30.74
123.25,46.12
-105.07,60.61
-96.36,60.61
-102.01,60.61
-101.23,60.6
-56.14,-28.77
-101.51,60.61
-94.84,60.61
-101.31,60.59
-102.51,60.59
-96.8,60.61
-98.25,60.61
-103.71,60.61
-108.46,60.59
-102.89,60.6
128.94,35.14
68.54,57.81
103.05,76.35
-107.24,60.6
-96.22,60.61
-100.28,60.6
-59.02,-28.76
-58.7,-28.79
-97.38,60.61
-106.02,60.6
-103.64,60.59
-59.02,-28.79
-121.48,63.39
-58.76,-28.79
-98.91,61.65
116.68,32.29
-57.58,-28.65
-101.2,60.6
-96.02,60.6
-97.46,60.6
-100.96,60.6
-99.02,60.6
-58.8,-28.82
-98.76,60.6
-106.88,60.6
-100.93,60.6
-95.55,60.6
-94.86,60.6
-97.59,60.59
-97.52,60.59
-102.84,60.59
-96.15,60.59
-95.09,60.59
-108.71,60.56
-98.33,60.59
-98.71,60.59
-99.11,60.57
92.82,35.14
-76.4,36.15
-48.58,-25.85
70.61,43.5
-58.59,-28.85
-58.78,-28.86
-101.54,60.57
-103.49,60.59
-101.14,60.58
-107.72,60.57
-90.49,35.14
-83.02,46.95
70.92,53.76
-21.18,78.98
30.76,8.15
-58.8,-28.87
-106.96,60.58
-100.18,60.58
-95.94,60.58
-105.01,60.58
-107.32,60.58
-95.06,60.58
-101.07,60.58
-95.76,60.58
-56.26,-28.88
-62.31,-5.02
-98.18,63.71
-96.23,60.58
-94.68,60.58
-96.12,60.58
-98.23,60.58
-96.66,60.57
162,58.03
-60.82,50.79
-76.19,8.04
-95.42,60.58
-58.87,-28.94
-107.28,60.56
-104.95,60.57
-95.22,60.57
25.13,41.06
-56.52,73.84
-102.64,60.56
116.19,60.57
-104.56,60.57
-106.5,60.57
-58.91,-28.96
-102.88,60.56
-106.05,60.57
-98.54,60.57
-100.47,60.56
-102.51,60.57
-103.35,60.57
-105.95,60.56
-108.15,60.57
-95.4,60.56
-96.1,60.56
-101.02,60.57
-98.92,60.56
-103.62,60.57
74.69,20.48
147.77,70.94
-65.64,77.41
-101.48,60.56
-96.83,60.56
-58.9,-28.96
-102.03,60.57
117.25,60.57
-101.78,60.55
-105.21,60.57
-102.99,60.56
-103.27,60.55
-97.36,60.56
-58.85,-28.98
149.94,68.37
-103.58,60.56
-101.57,60.56
-103.7,60.55
-110.45,35.14
-97,60.56
-108.34,60.55
89.77,35.14
-92.44,35.14
128.93,35.13
-105.17,60.55
-98.33,60.55
-106.1,60.55
-107.07,60.56
116.65,60.56
-101.12,60.56
-43.01,60.56
-100.06,60.55
-97.11,60.56
-108.1,60.54
-101.26,60.54
-102.82,60.55
-95.26,60.55
-95.29,60.54
-100.34,60.55
-104,60.54
-107.71,60.54
-95.35,60.55
-104.63,60.54
-98.69,60.54
-95.38,60.55
-97.67,60.55
-101.46,60.54
-106.98,60.54
24.41,61.38
-75.98,59.2
-21.57,78.98
-95.88,60.55
-59.13,-28.99
-100.93,60.55
-96,60.55
142.69,73.61
-103.24,60.54
-97.06,60.55
-101.39,60.54
-101.88,60.54
-101.5,60.53
-97.99,60.54
-100.57,60.54
-95.23,60.54
-101.32,60.54
-104.24,60.54
-98.21,60.54
-97.82,60.54
-97.23,60.53
-97.11,60.54
-96.13,60.54
-108.47,60.53
-95.58,60.54
-99.02,60.53
-95.89,60.54
-96.39,60.54
-98.92,60.52
-96.75,60.53
-66.78,3.05
-103.64,60.54
-95.44,60.54
-100.74,60.53
-98.99,60.53
-105.35,60.53
-105.12,60.52
-98.68,60.53
-107.6,60.52
-95.14,60.53
-98.32,60.53
-105.64,60.51
-95.68,60.53
-100.22,60.52
-98.58,60.52
-103.43,60.53
-107.21,60.53
-97.11,60.52
-100.94,60.52
-100.1,60.52
-101.43,60.52
-102.32,35.08
-98.82,59.69
-100.39,58.91
144.41,68.03
-103.39,60.52
-58.67,-29.04
-58.75,-29.07
-95.96,60.52
-101.14,60.52
-95.37,60.52
-107.84,60.51
-101.81,60.51
86.83,20.76
11.21,61.54
-96.11,60.52
-103.85,60.52
-95.61,60.51
-59.06,-29.1
-95.27,60.52
-99.6,60.52
-98.85,60.52
-105.45,60.51
-100.43,60.51
-100.63,60.51
-105.33,60.51
-102.63,60.51
-101.55,60.51
83.53,26.45
-78.44,73.59
-99.87,60.51
-106.98,60.51
-100.56,60.51
-102.71,60.51
-98.77,60.51
-97.71,60.51
-96.98,60.51
-101.65,60.51
-97.52,60.51
-103.51,60.5
-101.34,60.5
-107.45,60.5
-95.31,60.51
-102.95,60.5
-100.65,60.49
-97.28,60.5
-104.61,60.49
-97.83,60.5
-95.89,60.5
-100.98,60.5
-102.76,60.5
-105.28,60.5
-101.96,60.5
-58.95,-29.13
-164.17,60.48
65.25,60.86
-59.11,-29.15
109.25,13.84
-67,45.59
-97.49,60.5
-101.42,60.5
-99.05,60.5
-101.75,60.49
-107.73,60.5
-116.83,77.4
-104.3,60.5
-101.88,60.49
-96.45,60.49
116.63,60.5
-96.53,60.5
-101.03,60.49
-97.68,60.49
117.79,60.49
-106.98,60.49
-99.98,60.49
-105.24,60.47
-97.59,60.49
-104.93,60.48
-101.14,60.48
-98.73,60.49
-95.39,60.49
-99.87,60.48
-102.52,60.48
-98.46,60.48
-102.86,60.48
-106.09,60.49
-95.92,60.48
73.48,18.53
-103.49,60.48
-98.95,60.48
-106.83,60.47
-102.82,60.46
-101.2,60.48
-58.91,-29.29
-101.94,60.47
-105.34,60.48
-99.78,60.48
-94.98,60.48
-98.9,60.47
-84.17,35.11
-117.13,32.66
4.03,43.59
-59.4,-29.3
-58.89,-29.38
-59.04,-29.15
69.84,35.14
-59,-29.41
-70.01,53.89
-75.54,49.94
30.25,40.73
-59.1,-29.47
-59.24,-29.5
-59.27,-29.58
-91.02,35.14
-59.31,-29.62
-57.02,-29.64
-59.2,-29.64
-59.07,-29.73
-58.98,-29.76
-45.22,-1.87
-69.09,-26.92
38.78,56.77
-80.21,77.13
-59.01,-29.78
-59.19,-29.79
-58.93,-29.81
-57.22,-29.84
-107.88,60.47
-97.23,60.47
-101.36,60.48
-99.35,60.48
89.12,72.86
-100.77,60.47
-101.64,60.47
-103.82,60.47
-102.01,60.47
-59.14,-29.84
-98.38,60.47
-95.16,60.47
-99,60.47
-97,60.47
-107.14,60.47
-106.18,60.47
-95.57,60.47
-95.05,60.47
-96.2,60.47
-97.29,60.47
-101.4,60.46
-108.6,60.47
-106.7,60.46
-103.04,60.45
-59.23,-29.91
-153.89,60.96
-66.19,57.76
-102.58,54.36
101.93,78.97
-101.04,60.46
-108.33,60.47
